date,day_name,area,population,waste_kg,recyclable_kg,organic_kg,collection_capacity_kg,overflow,is_weekend,is_holiday,recycling_campaign,temp_c,rain_mm
2024-07-05,Friday,OldTown,12123,14474.7,2372.0,7999.8,14959.5,0,0,0,0,29.1,11.3
2024-07-06,Saturday,OldTown,12114,14162.4,3457.4,5091.5,16056.9,0,1,0,0,30.2,8.8
2024-07-07,Sunday,OldTown,12112,14240.7,3487.0,4862.5,15387.8,0,1,0,0,29.4,21.6
2024-07-08,Monday,OldTown,12113,13554.0,5420.5,6061.9,15104.4,0,0,0,0,30.7,1.8
2024-07-09,Tuesday,OldTown,12117,14129.2,3005.6,5206.8,14298.1,0,0,0,0,29.5,9.4
2024-07-10,Wednesday,OldTown,12111,13296.8,5284.1,6735.0,15980.8,0,0,0,1,30.0,12.8
2024-07-11,Thursday,OldTown,12118,13729.6,5128.7,6681.1,15375.8,0,0,0,1,29.3,17.1
2024-07-12,Friday,OldTown,12116,13648.7,5445.6,6806.4,16147.6,0,0,0,1,29.8,8.6
2024-07-13,Saturday,OldTown,12118,14063.8,5371.1,4956.8,15384.9,0,1,0,1,30.5,14.6
2024-07-14,Sunday,OldTown,12107,14434.0,4859.0,4439.4,15274.5,0,1,0,1,30.6,7.4
2024-07-15,Monday,OldTown,12122,13867.1,4832.8,7082.0,15473.8,0,0,0,1,29.1,1.9
2024-07-16,Tuesday,OldTown,12122,13979.1,3945.5,5333.5,15638.4,0,0,0,1,28.9,15.8
2024-07-17,Wednesday,OldTown,12124,12788.8,5381.7,5674.4,14985.4,0,0,0,1,28.9,8.2
2024-07-18,Thursday,OldTown,12124,13630.0,4366.6,5478.8,15182.8,0,0,0,1,29.8,25.4
2024-07-19,Friday,OldTown,12130,13678.9,3676.4,4180.3,14844.4,0,0,0,1,30.3,25.7
2024-07-20,Saturday,OldTown,12130,14092.3,4477.6,6475.2,15766.8,0,1,0,1,29.5,2.8
2024-07-21,Sunday,OldTown,12132,14051.0,5769.4,6251.9,15218.2,0,1,0,1,29.6,0.0
2024-07-22,Monday,OldTown,12114,13578.4,3013.4,5610.8,14994.5,0,0,0,1,30.6,17.1
2024-07-23,Tuesday,OldTown,12105,12810.8,4429.1,5738.0,15897.3,0,0,0,1,28.9,3.8
2024-07-24,Wednesday,OldTown,12109,14209.2,5247.4,6392.0,14905.2,0,0,0,1,30.6,14.5
2024-07-25,Thursday,OldTown,12114,13667.2,3344.9,5224.9,14508.1,0,0,0,1,29.5,9.8
2024-07-26,Friday,OldTown,12111,13244.2,4666.2,6400.6,15033.5,0,0,0,1,28.7,18.0
2024-07-27,Saturday,OldTown,12108,14182.8,4902.2,6010.6,14967.9,0,1,0,1,29.5,20.8
2024-07-28,Sunday,OldTown,12118,14230.2,3086.0,6983.9,15240.8,0,1,0,1,30.7,6.5
2024-07-29,Monday,OldTown,12124,13384.6,5713.4,4626.8,14908.0,0,0,0,1,29.8,9.8
2024-07-30,Tuesday,OldTown,12146,13417.1,3837.7,5721.2,14783.3,0,0,0,1,29.5,18.8
2024-07-31,Wednesday,OldTown,12141,12842.1,4826.8,5574.5,14730.8,0,0,0,1,29.0,16.7
2024-08-01,Thursday,OldTown,12144,14034.3,3871.2,6581.6,14230.9,0,0,0,0,28.3,17.4
2024-08-02,Friday,OldTown,12163,13348.3,4325.3,6685.0,14234.1,0,0,0,0,28.1,9.9
2024-08-03,Saturday,OldTown,12166,14474.8,4555.4,5889.7,15111.6,0,1,0,0,30.8,0.0
2024-08-04,Sunday,OldTown,12171,14408.2,3815.7,5762.0,15135.7,0,1,0,0,29.8,6.4
2024-08-05,Monday,OldTown,12169,14182.9,4601.9,7292.1,15389.1,0,0,0,0,31.5,17.9
2024-08-06,Tuesday,OldTown,12182,13796.8,4304.7,6443.6,15490.4,0,0,0,0,28.7,2.4
2024-08-07,Wednesday,OldTown,12199,13496.5,3696.5,5377.7,16154.0,0,0,0,0,27.9,16.3
2024-08-08,Thursday,OldTown,12204,13056.8,3214.0,3799.2,15094.5,0,0,0,0,28.6,9.5
2024-08-09,Friday,OldTown,12197,13885.9,4872.8,5516.9,15188.7,0,0,0,0,29.4,12.2
2024-08-10,Saturday,OldTown,12184,14943.5,5488.7,6472.9,15017.4,0,1,0,0,28.1,14.6
2024-08-11,Sunday,OldTown,12183,13897.1,2782.5,8011.5,14345.6,0,1,0,0,29.1,8.2
2024-08-12,Monday,OldTown,12183,12770.3,3787.1,7001.6,14149.1,0,0,0,0,27.8,13.4
2024-08-13,Tuesday,OldTown,12183,14170.3,3883.5,7265.9,14583.1,0,0,0,0,28.8,31.9
2024-08-14,Wednesday,OldTown,12182,13237.2,3732.6,5725.2,14810.0,0,0,0,0,28.8,15.6
2024-08-15,Thursday,OldTown,12174,13397.7,4283.1,6739.4,14789.4,0,0,0,0,27.9,16.9
2024-08-16,Friday,OldTown,12183,13640.2,3908.9,4343.5,13969.9,0,0,0,0,29.6,34.3
2024-08-17,Saturday,OldTown,12176,14900.1,2407.5,8484.7,14675.3,1,1,0,0,31.1,17.2
2024-08-18,Sunday,OldTown,12170,14022.0,3656.7,6826.2,15080.7,0,1,0,0,28.3,8.8
2024-08-19,Monday,OldTown,12172,13150.9,4098.7,5097.5,15546.8,0,0,0,0,28.6,12.0
2024-08-20,Tuesday,OldTown,12161,13648.5,4210.7,6242.8,13681.3,0,0,0,0,28.8,14.7
2024-08-21,Wednesday,OldTown,12151,14062.2,3161.5,6825.2,14847.3,0,0,0,0,27.7,29.5
2024-08-22,Thursday,OldTown,12140,13298.7,2755.8,6088.5,13804.6,0,0,0,0,27.3,6.9
2024-08-23,Friday,OldTown,12125,13238.7,3833.6,6966.7,14408.3,0,0,0,0,29.1,3.8
2024-08-24,Saturday,OldTown,12135,14161.6,2594.2,5300.9,14901.7,0,1,0,0,27.9,26.7
2024-08-25,Sunday,OldTown,12131,14443.6,3431.9,8684.3,14909.2,0,1,0,0,28.8,18.6
2024-08-26,Monday,OldTown,12126,13817.8,4249.7,6775.5,14051.5,0,0,0,0,28.9,19.7
2024-08-27,Tuesday,OldTown,12129,13455.8,2166.6,5902.5,14600.4,0,0,0,0,28.0,20.2
2024-08-28,Wednesday,OldTown,12122,13253.0,3819.6,5583.0,14415.5,0,0,0,0,28.4,4.8
2024-08-29,Thursday,OldTown,12109,13333.1,3784.1,4464.3,14373.9,0,0,0,0,28.2,12.1
2024-08-30,Friday,OldTown,12105,13262.6,3623.5,5621.7,15539.2,0,0,0,0,27.9,8.5
2024-08-31,Saturday,OldTown,12117,14055.5,5015.1,5554.1,14738.1,0,1,0,0,25.6,2.4
2024-09-01,Sunday,OldTown,12127,14266.5,4517.3,5274.0,14944.8,0,1,0,0,27.2,21.8
2024-09-02,Monday,OldTown,12125,13450.0,4330.0,5921.5,13972.6,0,0,0,0,27.1,18.9
2024-09-03,Tuesday,OldTown,12132,13250.8,3343.1,6057.6,14052.1,0,0,0,0,27.6,18.8
2024-09-04,Wednesday,OldTown,12122,13463.4,3303.9,5962.7,15129.3,0,0,0,0,27.6,9.0
2024-09-05,Thursday,OldTown,12118,13167.8,3581.9,4772.3,12410.7,1,0,0,0,28.6,23.8
2024-09-06,Friday,OldTown,12114,14011.6,3562.4,5729.0,14168.6,0,0,0,0,28.6,28.7
2024-09-07,Saturday,OldTown,12116,13850.2,3679.0,5294.7,14557.9,0,1,0,0,29.2,18.6
2024-09-08,Sunday,OldTown,12124,14697.5,3318.5,7478.2,13731.0,1,1,0,0,28.9,23.8
2024-09-09,Monday,OldTown,12128,13303.1,3139.0,5322.8,15024.0,0,0,0,0,28.0,19.3
2024-09-10,Tuesday,OldTown,12134,12930.3,2509.0,4226.1,14627.2,0,0,0,0,27.8,3.8
2024-09-11,Wednesday,OldTown,12131,13385.1,3310.3,6328.1,14781.7,0,0,0,0,27.5,15.4
2024-09-12,Thursday,OldTown,12137,13346.3,4379.8,5925.8,15035.4,0,0,0,0,27.9,14.4
2024-09-13,Friday,OldTown,12138,13206.5,3110.5,4943.8,14122.1,0,0,0,0,27.3,23.1
2024-09-14,Saturday,OldTown,12139,14093.7,2811.6,6690.3,14508.9,0,1,0,0,27.5,4.6
2024-09-15,Sunday,OldTown,12124,14150.4,2953.6,6827.5,13905.4,1,1,0,0,28.8,19.8
2024-09-16,Monday,OldTown,12127,12868.5,3686.9,6127.3,14969.1,0,0,0,0,26.3,4.4
2024-09-17,Tuesday,OldTown,12133,13914.7,3359.2,6583.8,14394.6,0,0,0,0,28.2,14.5
2024-09-18,Wednesday,OldTown,12140,12735.7,3410.5,4435.4,14822.8,0,0,0,0,28.1,10.6
2024-09-19,Thursday,OldTown,12139,13525.3,4493.4,6387.8,13572.7,0,0,0,0,26.3,21.9
2024-09-20,Friday,OldTown,12135,13408.9,4565.9,6460.4,14010.9,0,0,0,0,26.9,11.1
2024-09-21,Saturday,OldTown,12131,14856.4,4652.7,6341.4,13878.4,1,1,0,0,27.5,16.6
2024-09-22,Sunday,OldTown,12142,13782.2,3815.6,5971.0,14580.8,0,1,0,0,26.6,16.6
2024-09-23,Monday,OldTown,12147,13339.0,1991.1,6843.7,15196.6,0,0,0,0,26.8,14.1
2024-09-24,Tuesday,OldTown,12143,13615.3,3981.7,6007.1,14532.2,0,0,0,0,28.3,17.0
2024-09-25,Wednesday,OldTown,12139,13464.5,4016.5,5945.6,14989.6,0,0,0,0,26.3,10.9
2024-09-26,Thursday,OldTown,12133,12880.5,3287.7,3755.9,14379.0,0,0,0,0,25.9,19.6
2024-09-27,Friday,OldTown,12139,13035.4,2812.5,6852.1,14020.1,0,0,0,0,26.1,8.8
2024-09-28,Saturday,OldTown,12136,14416.7,3210.1,6334.1,14588.9,0,1,0,0,26.3,14.7
2024-09-29,Sunday,OldTown,12137,14319.0,3240.2,5158.7,13834.7,1,1,0,0,26.6,19.6
2024-09-30,Monday,OldTown,12135,12750.8,4221.6,6035.4,14712.8,0,0,0,0,25.3,13.5
2024-10-01,Tuesday,OldTown,12132,12997.0,4405.9,4271.4,15176.5,0,0,0,0,25.4,5.9
2024-10-02,Wednesday,OldTown,12129,13160.0,2858.4,5153.4,14589.7,0,0,0,0,26.3,12.4
2024-10-03,Thursday,OldTown,12127,12945.8,2549.1,5994.5,14582.5,0,0,0,0,26.0,10.5
2024-10-04,Friday,OldTown,12122,13594.7,3295.9,7121.2,14477.6,0,0,0,0,25.7,23.9
2024-10-05,Saturday,OldTown,12131,13428.5,4633.0,4050.6,14711.4,0,1,0,0,25.5,11.5
2024-10-06,Sunday,OldTown,12125,13777.8,2800.3,6223.2,14293.8,0,1,0,0,24.3,19.5
2024-10-07,Monday,OldTown,12114,13296.1,2709.6,4892.1,14604.7,0,0,0,0,25.6,14.8
2024-10-08,Tuesday,OldTown,12116,13237.6,2728.5,7275.2,14429.4,0,0,0,0,26.3,18.6
2024-10-09,Wednesday,OldTown,12130,12781.0,4018.2,5942.1,13781.0,0,0,0,0,26.6,12.8
2024-10-10,Thursday,OldTown,12133,12709.7,2671.9,4594.0,14631.4,0,0,0,0,25.3,13.8
2024-10-11,Friday,OldTown,12135,13813.3,4019.3,6634.7,13829.6,0,0,0,0,26.2,25.5
2024-10-12,Saturday,OldTown,12122,14692.1,4447.8,5954.3,15176.7,0,1,0,0,26.9,3.9
2024-10-13,Sunday,OldTown,12119,13394.5,2191.2,4910.4,15999.3,0,1,0,0,26.1,11.6
2024-10-14,Monday,OldTown,12108,13115.1,3755.6,4712.7,14611.5,0,0,0,0,25.7,0.0
2024-10-15,Tuesday,OldTown,12111,13561.1,3517.6,5401.0,13898.1,0,0,0,0,25.4,24.3
2024-10-16,Wednesday,OldTown,12115,12688.3,4801.2,6216.6,14616.3,0,0,0,0,25.0,7.7
2024-10-17,Thursday,OldTown,12124,13167.2,4762.1,5278.4,14618.8,0,0,0,0,25.6,11.2
2024-10-18,Friday,OldTown,12107,13495.3,4869.0,5798.4,14816.3,0,0,0,0,25.6,5.4
2024-10-19,Saturday,OldTown,12102,13619.7,3092.3,7740.1,15774.4,0,1,0,0,24.9,8.2
2024-10-20,Sunday,OldTown,12105,13564.6,3007.6,6079.1,14166.4,0,1,0,0,27.2,12.7
2024-10-21,Monday,OldTown,12099,12577.1,3353.8,4752.7,14391.3,0,0,0,0,25.1,6.0
2024-10-22,Tuesday,OldTown,12101,12700.0,4220.4,5722.1,14407.6,0,0,0,0,25.2,2.1
2024-10-23,Wednesday,OldTown,12103,13135.0,4505.5,6583.4,14401.1,0,0,0,0,25.9,11.1
2024-10-24,Thursday,OldTown,12097,13031.9,4164.6,5671.1,13882.0,0,0,0,0,25.1,12.7
2024-10-25,Friday,OldTown,12107,13167.0,2261.1,6634.5,14327.9,0,0,0,0,25.7,12.6
2024-10-26,Saturday,OldTown,12106,14040.1,1960.0,4318.1,14511.8,0,1,0,0,24.6,11.2
2024-10-27,Sunday,OldTown,12116,13926.5,3723.4,6907.4,14339.5,0,1,0,0,26.2,27.6
2024-10-28,Monday,OldTown,12124,12857.0,3004.8,6215.1,14674.0,0,0,0,0,25.0,14.2
2024-10-29,Tuesday,OldTown,12121,13300.5,3817.1,5668.8,14113.2,0,0,0,0,25.9,5.7
2024-10-30,Wednesday,OldTown,12128,13563.8,4362.2,6872.7,14385.9,0,0,0,0,26.0,13.4
2024-10-31,Thursday,OldTown,12137,13659.8,3222.3,5348.8,13879.9,0,0,0,0,23.5,12.0
2024-11-01,Friday,OldTown,12141,12381.4,4207.3,4160.4,14805.7,0,0,0,1,25.6,4.8
2024-11-02,Saturday,OldTown,12148,13286.3,4909.6,4951.6,15109.8,0,1,0,1,26.7,16.4
2024-11-03,Sunday,OldTown,12121,13942.7,3693.0,7517.5,14674.6,0,1,0,1,26.6,9.1
2024-11-04,Monday,OldTown,12119,13062.0,3861.2,4040.3,13995.3,0,0,0,1,25.1,15.8
2024-11-05,Tuesday,OldTown,12115,12951.1,3901.9,6791.2,14618.2,0,0,0,1,25.2,14.7
2024-11-06,Wednesday,OldTown,12118,12570.8,5174.5,4319.5,14711.5,0,0,0,1,23.7,3.8
2024-11-07,Thursday,OldTown,12111,13154.6,4099.5,5734.7,13415.8,0,0,0,1,24.6,15.3
2024-11-08,Friday,OldTown,12110,12106.2,3678.7,4696.7,14627.3,0,0,0,1,24.1,19.3
2024-11-09,Saturday,OldTown,12119,14036.9,5572.3,4767.4,14459.2,0,1,0,1,24.2,11.3
2024-11-10,Sunday,OldTown,12111,13956.6,5121.7,5547.4,14652.1,0,1,0,1,23.1,15.3
2024-11-11,Monday,OldTown,12109,13304.4,3212.4,6190.0,14707.5,0,0,0,1,26.0,13.3
2024-11-12,Tuesday,OldTown,12121,13035.5,4210.8,5864.8,14067.9,0,0,0,1,25.1,11.6
2024-11-13,Wednesday,OldTown,12112,13127.9,4279.6,7032.6,14424.6,0,0,0,1,24.5,22.3
2024-11-14,Thursday,OldTown,12125,13221.8,4864.9,4551.9,15153.4,0,0,0,1,24.2,15.6
2024-11-15,Friday,OldTown,12142,12971.2,4394.9,4506.2,14817.4,0,0,0,1,25.8,15.7
2024-11-16,Saturday,OldTown,12161,13301.1,2976.2,5772.4,14940.0,0,1,0,1,26.2,5.6
2024-11-17,Sunday,OldTown,12169,13612.4,3730.9,6983.8,15733.8,0,1,0,1,23.8,12.0
2024-11-18,Monday,OldTown,12166,13642.7,4008.9,4859.8,14389.5,0,0,0,1,23.5,32.2
2024-11-19,Tuesday,OldTown,12163,13176.9,5165.3,6866.2,14008.1,0,0,0,1,23.2,8.2
2024-11-20,Wednesday,OldTown,12163,13333.7,5274.2,5452.9,14760.7,0,0,0,1,25.7,13.6
2024-11-21,Thursday,OldTown,12168,13285.7,2191.5,5577.5,14747.6,0,0,0,0,24.4,9.6
2024-11-22,Friday,OldTown,12166,13382.1,2597.0,6423.8,15029.2,0,0,0,0,25.6,5.9
2024-11-23,Saturday,OldTown,12161,14114.0,5164.6,7134.4,14145.4,0,1,0,0,25.4,4.3
2024-11-24,Sunday,OldTown,12163,13514.4,2406.5,6101.9,13959.6,0,1,0,0,24.5,5.7
2024-11-25,Monday,OldTown,12171,12967.8,1800.2,6148.7,15109.0,0,0,0,0,24.8,4.6
2024-11-26,Tuesday,OldTown,12175,12782.6,3648.3,6562.8,14827.0,0,0,0,0,24.8,8.2
2024-11-27,Wednesday,OldTown,12174,13376.7,4280.8,7272.2,14971.0,0,0,0,0,24.5,12.8
2024-11-28,Thursday,OldTown,12162,13561.2,2725.4,6416.5,14692.3,0,0,0,0,24.0,9.8
2024-11-29,Friday,OldTown,12160,13103.0,3496.3,5403.7,15041.9,0,0,0,0,24.9,13.7
2024-11-30,Saturday,OldTown,12162,13983.5,4489.6,7012.2,14687.4,0,1,0,0,23.9,19.4
2024-12-01,Sunday,OldTown,12146,14265.0,3987.6,6139.7,14973.5,0,1,0,0,24.3,13.9
2024-12-02,Monday,OldTown,12145,13104.8,3011.4,5119.5,15318.2,0,0,0,0,24.0,1.1
2024-12-03,Tuesday,OldTown,12138,12970.6,3904.3,5743.0,14809.5,0,0,0,0,24.4,5.5
2024-12-04,Wednesday,OldTown,12151,13141.0,2671.1,4287.9,14979.8,0,0,0,0,22.6,0.0
2024-12-05,Thursday,OldTown,12143,15844.1,4125.9,7688.6,14373.9,1,0,1,0,24.0,12.9
2024-12-06,Friday,OldTown,12144,13728.9,3073.4,5602.8,14665.9,0,0,0,0,24.4,15.1
2024-12-07,Saturday,OldTown,12146,14427.6,3919.4,6929.1,14606.3,0,1,0,0,25.0,11.4
2024-12-08,Sunday,OldTown,12152,14239.1,4765.5,7301.1,15330.9,0,1,0,0,23.8,9.1
2024-12-09,Monday,OldTown,12152,13198.2,3889.8,4931.2,15233.9,0,0,0,0,24.7,13.7
2024-12-10,Tuesday,OldTown,12148,15467.5,4786.7,6203.1,14847.6,1,0,1,0,24.2,0.0
2024-12-11,Wednesday,OldTown,12140,13325.2,3368.7,5277.3,15151.6,0,0,0,0,24.8,2.9
2024-12-12,Thursday,OldTown,12132,13534.7,4772.3,4575.8,14962.0,0,0,0,0,24.6,12.8
2024-12-13,Friday,OldTown,12140,14028.1,4551.3,7169.1,14740.3,0,0,0,0,24.8,10.1
2024-12-14,Saturday,OldTown,12133,14974.3,2896.1,7034.6,13442.9,1,1,0,0,22.7,7.1
2024-12-15,Sunday,OldTown,12128,13636.0,4066.0,5537.9,14765.3,0,1,0,0,23.7,6.6
2024-12-16,Monday,OldTown,12133,13978.4,3557.3,6997.5,14673.2,0,0,0,0,25.3,0.0
2024-12-17,Tuesday,OldTown,12140,13825.7,3369.9,6626.5,15044.7,0,0,0,0,23.8,6.3
2024-12-18,Wednesday,OldTown,12144,14036.2,4691.0,5024.8,14725.2,0,0,0,0,24.9,10.5
2024-12-19,Thursday,OldTown,12154,14276.9,2262.8,5927.9,14897.8,0,0,0,0,23.9,10.8
2024-12-20,Friday,OldTown,12148,13190.0,3246.4,6650.9,15205.3,0,0,0,0,24.1,4.0
2024-12-21,Saturday,OldTown,12152,14107.4,2724.4,8066.5,15622.4,0,1,0,0,23.2,0.0
2024-12-22,Sunday,OldTown,12155,14434.6,4366.3,6632.0,15717.7,0,1,0,0,25.4,15.5
2024-12-23,Monday,OldTown,12151,13580.1,3686.0,5721.6,15189.3,0,0,0,0,24.2,6.3
2024-12-24,Tuesday,OldTown,12149,13108.2,3961.5,6397.3,15045.7,0,0,0,0,24.2,9.0
2024-12-25,Wednesday,OldTown,12151,13606.3,3386.1,6395.8,15156.3,0,0,0,0,23.7,7.9
2024-12-26,Thursday,OldTown,12158,14375.0,4549.0,5863.9,15039.4,0,0,0,0,23.4,4.7
2024-12-27,Friday,OldTown,12172,13675.9,4507.2,5968.0,15013.6,0,0,0,0,23.4,0.0
2024-12-28,Saturday,OldTown,12171,13445.0,3904.0,5918.5,15240.8,0,1,0,0,23.9,3.3
2024-12-29,Sunday,OldTown,12174,14764.3,4393.1,7574.9,15008.4,0,1,0,0,23.9,0.0
2024-12-30,Monday,OldTown,12167,13176.6,4292.8,4956.7,15337.5,0,0,0,0,24.2,0.0
2024-12-31,Tuesday,OldTown,12161,15069.4,4073.0,6547.7,15521.3,0,0,1,0,24.0,0.0
2024-01-01,Monday,UniversityZone,25985,27368.2,6544.2,14915.9,27051.2,1,0,1,0,23.9,10.0
2024-01-02,Tuesday,UniversityZone,25986,24784.8,4465.5,10946.0,27704.6,0,0,0,0,24.3,0.0
2024-01-03,Wednesday,UniversityZone,25986,23348.6,6595.4,13118.8,26809.0,0,0,0,0,24.9,0.0
2024-01-04,Thursday,UniversityZone,25993,24215.3,5003.1,9626.8,27448.7,0,0,0,0,22.4,3.5
2024-01-05,Friday,UniversityZone,25985,24922.0,5572.9,13009.5,25324.9,0,0,0,0,23.8,20.2
2024-01-06,Saturday,UniversityZone,25984,25886.5,7019.5,8837.7,26703.4,0,1,0,0,24.5,0.0
2024-01-07,Sunday,UniversityZone,25983,25202.0,5256.0,10800.9,25697.2,0,1,0,0,24.0,5.1
2024-01-08,Monday,UniversityZone,25983,22862.1,4664.3,11269.9,27798.3,0,0,0,0,23.8,0.0
2024-01-09,Tuesday,UniversityZone,25980,22706.9,6679.9,7818.8,28341.7,0,0,0,0,23.8,0.2
2024-01-10,Wednesday,UniversityZone,25982,25356.3,5320.9,11021.1,26376.7,0,0,0,0,24.1,12.3
2024-01-11,Thursday,UniversityZone,25978,23917.6,7312.2,10271.4,27037.8,0,0,0,0,23.2,0.0
2024-01-12,Friday,UniversityZone,25978,23812.2,6190.8,11970.6,25831.1,0,0,0,0,24.9,3.4
2024-01-13,Saturday,UniversityZone,25982,25241.7,6935.6,11514.7,26123.2,0,1,0,0,25.6,0.0
2024-01-14,Sunday,UniversityZone,25969,25514.9,6449.8,12769.4,26442.2,0,1,0,0,25.9,0.0
2024-01-15,Monday,UniversityZone,25972,25172.6,7221.7,11953.7,27277.6,0,0,0,0,25.1,2.2
2024-01-16,Tuesday,UniversityZone,25974,24701.5,5422.7,11625.3,26973.8,0,0,0,0,24.3,7.1
2024-01-17,Wednesday,UniversityZone,25978,24851.3,6337.3,15319.3,26129.1,0,0,0,0,24.2,3.5
2024-01-18,Thursday,UniversityZone,25966,22681.5,6035.9,9829.4,27838.3,0,0,0,0,24.5,0.0
2024-01-19,Friday,UniversityZone,25972,23769.7,7523.8,7109.8,25430.7,0,0,0,0,23.3,7.7
2024-01-20,Saturday,UniversityZone,25967,25861.0,6780.0,10908.8,26635.5,0,1,0,0,25.8,13.1
2024-01-21,Sunday,UniversityZone,25970,24708.4,9129.2,12932.8,26686.9,0,1,0,0,25.4,2.9
2024-01-22,Monday,UniversityZone,25973,23532.6,5631.8,10503.7,26665.5,0,0,0,0,24.1,0.0
2024-01-23,Tuesday,UniversityZone,25971,22815.2,6001.9,10246.6,26193.2,0,0,0,0,23.4,14.5
2024-01-24,Wednesday,UniversityZone,25971,24158.4,5445.8,12132.9,27227.8,0,0,0,0,25.2,6.3
2024-01-25,Thursday,UniversityZone,25959,24519.4,5762.2,11434.0,24146.0,1,0,0,0,23.8,10.4
2024-01-26,Friday,UniversityZone,25969,23851.7,5295.3,12252.9,26763.7,0,0,0,0,25.3,9.0
2024-01-27,Saturday,UniversityZone,25963,24411.5,5749.5,11649.3,27511.0,0,1,0,0,25.4,0.0
2024-01-28,Sunday,UniversityZone,25954,25981.2,6554.7,12804.1,25336.8,1,1,0,0,24.8,6.9
2024-01-29,Monday,UniversityZone,25962,23339.1,4883.0,11816.2,27021.4,0,0,0,0,24.5,0.0
2024-01-30,Tuesday,UniversityZone,25955,23592.2,6501.5,11054.5,26931.1,0,0,0,0,24.6,8.7
2024-01-31,Wednesday,UniversityZone,25948,23337.4,6861.4,9355.3,27246.6,0,0,0,0,24.8,4.7
2024-02-01,Thursday,UniversityZone,25945,23102.4,5480.6,9469.2,27819.3,0,0,0,0,24.8,2.4
2024-02-02,Friday,UniversityZone,25941,24732.3,6485.0,7703.7,27938.0,0,0,0,0,24.5,8.7
2024-02-03,Saturday,UniversityZone,25944,26459.2,8214.5,10867.9,26792.2,0,1,0,0,26.6,9.2
2024-02-04,Sunday,UniversityZone,25948,25287.8,6420.2,11921.7,26364.2,0,1,0,0,24.6,5.4
2024-02-05,Monday,UniversityZone,25948,24189.3,4858.8,11445.0,26712.2,0,0,0,0,24.2,11.0
2024-02-06,Tuesday,UniversityZone,25947,23512.5,5666.2,8064.1,26703.3,0,0,0,0,25.1,0.0
2024-02-07,Wednesday,UniversityZone,25949,22771.6,5086.3,6949.9,27801.7,0,0,0,0,25.7,5.7
2024-02-08,Thursday,UniversityZone,25940,23485.0,6160.0,9109.7,25390.9,0,0,0,0,25.7,0.0
2024-02-09,Friday,UniversityZone,25933,24502.0,5871.8,11905.3,26021.5,0,0,0,0,25.6,4.5
2024-02-10,Saturday,UniversityZone,25931,29357.3,7942.9,15417.5,29050.1,1,1,1,0,24.1,0.0
2024-02-11,Sunday,UniversityZone,25930,29734.1,6095.8,12826.1,26787.5,1,1,1,0,24.6,0.0
2024-02-12,Monday,UniversityZone,25936,27667.5,7339.9,13268.9,26814.6,1,0,1,0,26.0,0.0
2024-02-13,Tuesday,UniversityZone,25952,23046.3,7418.5,8139.4,27476.4,0,0,0,0,24.9,0.0
2024-02-14,Wednesday,UniversityZone,25958,25004.0,5257.9,11062.5,25075.6,0,0,0,0,25.6,10.1
2024-02-15,Thursday,UniversityZone,25956,24053.0,8005.2,12611.6,26088.2,0,0,0,0,27.0,1.0
2024-02-16,Friday,UniversityZone,25958,24744.1,6722.5,12392.2,26627.1,0,0,0,0,25.5,0.0
2024-02-17,Saturday,UniversityZone,25965,24748.7,8186.9,9605.6,27631.4,0,1,0,0,26.4,5.7
2024-02-18,Sunday,UniversityZone,25972,26443.6,6466.6,12389.4,28030.9,0,1,0,0,26.7,5.1
2024-02-19,Monday,UniversityZone,25972,23791.1,5648.6,9286.9,26209.3,0,0,0,0,26.5,0.0
2024-02-20,Tuesday,UniversityZone,25965,22324.0,5479.7,9471.2,26434.7,0,0,0,0,25.2,0.1
2024-02-21,Wednesday,UniversityZone,25961,23690.6,5825.8,10373.2,28449.9,0,0,0,0,27.7,3.9
2024-02-22,Thursday,UniversityZone,25961,23397.0,5825.7,11896.6,24903.6,0,0,0,0,25.8,0.0
2024-02-23,Friday,UniversityZone,25959,23884.0,6600.6,13723.4,26187.3,0,0,0,0,24.4,0.0
2024-02-24,Saturday,UniversityZone,25960,26068.6,7242.7,11043.6,26754.9,0,1,0,0,26.4,0.0
2024-02-25,Sunday,UniversityZone,25960,25746.3,8221.6,12291.0,27356.5,0,1,0,0,23.9,0.0
2024-02-26,Monday,UniversityZone,25966,25428.0,8349.4,10737.4,28146.3,0,0,0,0,26.2,8.1
2024-02-27,Tuesday,UniversityZone,25974,24090.4,7095.3,11196.0,25082.7,0,0,0,0,25.7,0.0
2024-02-28,Wednesday,UniversityZone,25980,23349.6,8036.4,9288.0,26636.8,0,0,0,0,25.1,9.7
2024-02-29,Thursday,UniversityZone,25975,23210.5,3667.1,7887.3,26940.1,0,0,0,0,25.6,5.4
2024-03-01,Friday,UniversityZone,25967,23723.1,10849.2,9871.7,27261.4,0,0,0,1,26.6,0.0
2024-03-02,Saturday,UniversityZone,25964,24835.0,11234.0,8782.0,26978.7,0,1,0,1,24.7,0.9
2024-03-03,Sunday,UniversityZone,25961,23722.5,8128.3,7600.8,26758.0,0,1,0,1,26.0,0.0
2024-03-04,Monday,UniversityZone,25968,22906.0,7979.7,9374.1,26140.3,0,0,0,1,26.2,10.2
2024-03-05,Tuesday,UniversityZone,25964,23519.1,9027.2,10177.3,26840.7,0,0,0,1,25.3,0.0
2024-03-06,Wednesday,UniversityZone,25962,22985.4,8887.2,10992.7,27003.4,0,0,0,1,26.0,0.0
